doc_num,consolidationyear,instrumentNumber,longtitle,modifiedyear,registrationyear,regulationmaker,topic 1,topic 2,overarching topic
doc_1816,2018,SOR/84-127,Regulations Respecting Zoning at Campbell River Airport,2011,1984,P.C.,Vancouver,urban planning,Vancouver
doc_1817,2018,SOR/88-465,Order Respecting the Marketing in Interprovincial and Export Trade of Chicken Produced in Manitoba,2010,1988,,agriculture,no topic,agriculture / food
doc_1818,2018,SOR/95-446,Order Respecting the Remission of Customs Duties on Artificial Turf and Rubber Backing for British Columbia Place,2008,1995,P.C.,tarrifs,no topic,tariff
doc_1819,2018,SOR/2007-77,"Pacific Fishery Management Area Regulations, 2007",2007,2007,P.C.,Vancouver,no topic,Vancouver
doc_1820,2018,SOR/2002-145,"Manner of Disposal of Detained, Seized or Forfeited Goods Regulations (Preclearance Act)",2008,2002,P.C.,compensation issues,no topic,finance
doc_1821,2018,SOR/2007-63,Service of Documents Required or Authorized to be Served Under Sections 53 to 57 of the Conflict of Interest Act Regulations,2007,2007,P.C.,public offence,no topic,public offence
doc_1822,2018,SOR/2003-430,Transfer of Portions of the Canadian Food Inspection Agency Regulations,2005,2003,P.C.,Vancouver,public offence,Vancouver
doc_1824,2018,SOR/2014-128,"2014 Summit on Maternal, Newborn and Child Health — Privileges and Immunities Order",2014,2014,P.C.,immunity,no topic, criminal code / immunity
doc_1826,2018,SOR/80-64,Granting of Certain Privileges and Immunities to the Northwest Atlantic Fisheries Organization,2005,1980,P.C.,fishery infractions/immunity,no topic,fishery
doc_1827,2018,"C.R.C., c. 1244",Order Exempting the C.N.R. Company from Subsection 10(2) of the Official Languages Act,2005,NA,,transportation safety,elections,transport
doc_1829,2018,SOR/2010-242,Electronic Documents (Cooperative Credit Associations) Regulations,2010,2010,P.C.,electronic consent,no topic,electronic document
doc_1830,2018,"C.R.C., c. 1245","Order Declaring that Grosse Isle, P.Q., Is a Prohibited Place",2005,NA,,exports,divorce,exports
doc_1833,2018,"C.R.C., c. 1537","Order Withdrawing from Disposal, Setting Apart and Appropriating Certain Lands in the Northwest Territories for the Purpose of the Development of Hydro Electric Power",2005,NA,,Vancouver,power,Vancouver
doc_1834,2018,SOR/94-10,Regulations Respecting the Marking of Imported Goods,2008,1993,,international trade,no topic,international policy
doc_1835,2018,SOR/82-611,Regulations Respecting the Insurance of Loans Made to St. Anthony Fisheries Limited,2006,1982,P.C.,industry trade,no topic,trade
doc_1837,2018,SOR/54-578,War Claims Regulations,2016,1954,P.C.,maltreatment compensation,no topic,maltreatment compensation
doc_1838,2018,SOR/86-547,Order Prescribing the Fee To Be Paid by any Person to whom a Service is Provided under the Central Registry of Divorce Proceedings Regulations,2010,1986,,fishery,no topic,fishery
doc_1840,2018,SOR/2003-357,"Fruit and Vegetable Remission Order, 2003",2005,2003,P.C.,agriculture,no topic,agriculture / food
doc_1843,2018,"C.R.C., c. 1292",Regulations Respecting the Reproduction of Postage Stamps,2005,NA,,postage,no topic,postal service
doc_1844,2018,SOR/88-464,Order Prescribing the Fee or Charge To Be Paid by the Holder of a Social Insurance Number Card for the Replacement of that Card,2010,1988,,social insurance card,no topic,insurance
doc_1845,2018,SOR/2009-67,"Radiocommunication Act (subsection 4(1) and paragraph 9(1)(b)) Exemption Order (Security, Safety and International Relations), No. 2009–1",2009,2009,P.C.,radiocommunication,no topic,communication
doc_1846,2018,SOR/90-264,"Regulations Respecting the Construction, Installation and Inspection of Marine Machinery",2006,1990,P.C.,value of goods,no topic,commodities
doc_1847,2018,SOR/2000-43,Gasoline and Gasoline Blend Dispensing Flow Rate Regulations,2005,2000,P.C.,gasoline rates,no topic,energy / pipeline / oil
doc_1848,2018,SOR/98-464,Regulations Prescribing Antique Firearms,2006,1998,P.C.,firearms,no topic,firearms
doc_1849,2018,SOR/87-218,"Regulations Respecting the Payments or Contributions that May Be Made Under Parts III, VI and VII of the Federal-Provincial Fiscal Arrangements and Federal Post-Secondary Education and Health Contributions Act, 1977, in Respect of Fiscal Years Beginning on or After April 1, 1987",2009,1987,P.C.,agriculture,no topic,agriculture / food
doc_1851,2018,SOR/2009-320,Allocation Method Order (2010) — Softwood Lumber Products,2009,2009,,exports,no topic,exports
doc_1853,2018,SOR/2011-246,Transfer of Portions of the Canada Revenue Agency Regulations,2011,2011,P.C.,employment,textiles,employment
doc_1854,2018,SOR/92-349,Regulations Defining Certain Expressions and Prescribing Certain International Agencies in Respect of Commercial Loans,2008,1992,P.C.,town boundaries,no topic,township
doc_1855,2018,SOR/2018-133,Regulations Excluding Certain Vaping Products Regulated Under the Food and Drugs Act from the Application of the Tobacco and Vaping Products Act,2018,2018,P.C.,drugs/health,no topic,health
doc_1856,2018,SOR/2005-138,Related Party of a Retail Association Regulations,2006,2005,P.C.,airport zoning,no topic,airport / aircrafts
doc_1857,2018,SOR/2010-91,Small Vessel Regulations,2010,2010,P.C.,open water fires/ships,no topic,water
doc_1859,2018,SOR/2013-141,Proclamation Exempting the Mink Arm portion of South McMahon Lake from the Operation of Section 22 of the Act,2013,2013,,fur trade,no topic,trade
doc_1860,2018,SOR/2017-73,Proclamation Designating the Republic of Montenegro as a Designated State for the Purposes of the Act,2017,2017,,radiocommunication,no topic,communication
doc_1861,2018,SOR/2002-420,Order Specifying that the Canadian Forces are a Portion of the Public Sector Employing One Hundred or more Employees for the Purpose of Subsection 4(1) of that Act,2005,2002,P.C.,airport zoning,no topic,airport / aircrafts
doc_1862,2018,"C.R.C., c. 116",Regulations Respecting Zoning at Sudbury Airport,2012,NA,,town boundaries,no topic,township
doc_1864,2018,"C.R.C., c. 670",Regulations Respecting the Making of Accountable Advances of Public Funds to Officers and Men of the Canadian Forces for Travel and Moving Expenses,2005,NA,,toxic waste,no topic,environment
doc_1865,2018,SOR/89-30a,"Order Approving the Exclusion by the Public Service Commission of Certain Persons and Positions from the Operation of Certain Provisions of the Public Service Employment Act for the Purposes of the Employment Equity Programs during the Period Beginning on January 1, 1989 and Ending on March 31, 1993",2011,1988,P.C.,employment,no topic,employment
doc_1869,2018,SOR/99-93,Tobacco (Access) Regulations,2008,1999,P.C.,health/tobacco,no topic,tobacco
doc_1871,2018,SOR/86-792,Regulations Respecting the Determination of the Value for Duty of Imported Goods,2008,1986,P.C.,lease,no topic,lease
doc_1873,2018,SOR/2010-52,"Radiocommunication Act (subsection 4(1) and paragraph 9(1)(b)) Exemption Order (Security, Safety and International Relations), No. 2010–2",2010,2010,P.C.,radiocommunication,no topic,communication
doc_1875,2018,SOR/90-700,Order Respecting the Privileges and Immunities in Canada of the Sinai Multinational Force and Observers,2008,1990,P.C.,police,no topic,police
doc_1877,2018,SOR/2010-135,"Radiocommunication Act (subsection 4(1) and paragraph 9(1)(b)) Exemption Order (Security, Safety and International Relations), No. 2010–5",2010,2010,P.C.,radiocommunication,no topic,communication
doc_1879,2018,SOR/2014-277,Order Designating Prince Edward Island for the Purposes of the Criminal Interest Rate Provisions of the Criminal Code,2014,2014,P.C.,employment,asbestos,employment
doc_1880,2018,SOR/56-290,Saskatchewan Penitentiary proclaimed a penitentiary for Alberta and Saskatchewan,2013,NA,,division of land,no topic,estate / land
doc_1881,2018,SOR/99-298,"Order Authorizing Federal Employees to Acquire Interests in Certain Lands in the Northwest Territories (Order No. 1, 1999)",2006,1999,P.C.,radiocommunication,drugs/health,communication
doc_1883,2018,SOR/91-3,Regulations Exempting Animals from the Application of Section 19 of the Health of Animals Act,2008,1990,,atomic energy,no topic,nuclear
doc_1884,2018,SOR/97-344,CCFTA Textile and Apparel Extension of Benefit Order,2008,1997,,free trade,no topic,trade
doc_1885,2018,SOR/96-143,Regulations Prescribing the Fees to be Paid for a Veterinary Drug Submission Evaluation Service Provided by or on Behalf of Her Majesty in Right of Canada,2011,1996,P.C.,animal testing,drugs/animals,wild life
doc_1886,2018,SOR/86-631,Order Pursuant to Section 3.4 of the Aeronautics Act Authorizing the Minister of Transport to Make Regulations Imposing Certain Charges,2011,1986,P.C.,radiocommunication,trade,communication
doc_1889,2018,SOR/2012-94,Pangnirtung Airport Zoning Regulations,2012,2012,P.C.,airport zoning,no topic,airport / aircrafts
doc_1890,2018,SOR/2012-226,MicroSD Cards Exclusion Regulations (Copyright Act),2012,2012,P.C.,town boundaries,radiocommunication,township
doc_1891,2018,SOR/2016-164,Asbestos Products Regulations,2016,2016,P.C.,asbestos,no topic,environment
doc_1892,2018,"C.R.C., c. 710",Regulations Respecting the Loaning of Purebred Sires,2005,NA,,trade,no topic,trade
doc_1893,2018,SOR/2012-232,"Housing Loan (Insurance, Guarantee and Protection) Regulations",2012,2012,P.C.,housing loans,no topic,estate / land
doc_1894,2018,SOR/2006-36,Transfer of the Crown Corporation Secretariat Regulations (Royal Canadian Mint and Canada Post Corporation),2006,2006,P.C.,radiocommunication,metal production,communication
doc_1895,2018,SOR/99-273,Exchange Rate (Authorized Foreign Banks) Regulations,2005,1999,P.C.,radiocommunication,railway labour,communication
doc_1897,2018,SOR/91-315,"Order Providing for the Fixing, Imposing and Collecting of Levies Payable for the Marketing, in Interprovincial and Export Trade, of Milk and Cream Produced in Manitoba",2005,1991,,agriculture,no topic,agriculture / food
doc_1899,2018,SOR/96-194,Regulations Authorizing the Issue of Base Metal Coins the Composition of which Differs from the Composition Specified for those Coins in Part II of the Schedule to the Royal Canadian Mint Act,2008,1996,P.C.,canadian mint,no topic,agriculture / food
doc_1900,2018,SOR/96-180,Order Prescribing the Fee to Be Paid for Bait Services Provided by the Department of Fisheries and Oceans,2005,1996,,fishery,no topic,fishery
doc_1904,2018,SOR/2011-130,"Expiry of the Application of Section 12.1 of the Softwood Lumber Products Export Charge Act, 2006 Regulations",2011,2011,P.C.,exports,lumber exports,exports
doc_1905,2018,SOR/98-38,Regulations Exempting Certain Goods From the Application of Subsection 118(1) of the Customs Tariff,2008,1997,P.C.,radiocommunication,fuel,communication
doc_1906,2018,SOR/78-860,Order Granting Authority to Regulate the Marketing of Vegetables for Processing Produced in Ontario,2011,1978,P.C.,exports,no topic,exports
doc_1910,2018,"C.R.C., c. 1319",Order for the Remission of Certain Duties and Taxes on Goods Imported or Purchased by UNESCO,2005,NA,,publications,no topic,publications
doc_1911,2018,SOR/2017-175,CETA Rules of Origin Regulations,2017,2017,P.C.,radiocommunication,floatation devices,communication
doc_1913,2018,SOR/2018-36,"United Nations University International Network on Water, Environment and Health – Privileges and Immunities Order",2018,2018,P.C.,health/united nations,no topic,health
doc_1914,2018,"C.R.C., c. 260","Order Providing for the Fixing, Imposing and Collecting of Levies from Certain Turkey Producers in Quebec",2005,NA,,agriculture,exports,agriculture / food
doc_1917,2018,"C.R.C., c. 274",Regulations Respecting the Service Charge Imposed on Certain Persons Engaged in the Marketing in Interprovincial and Export Trade of Hogs Produced in Saskatchewan,2005,NA,,production,no topic,manufacture
doc_1918,2018,SOR/82-956,Order Respecting Persons Declared To Have a Special Status,2008,1982,P.C.,radiocommunication,fishery,communication
doc_1920,2018,SOR/2008-292,"Radiocommunication Act (subsection 4(1) and paragraph 9(1)(b)) Exemption Order (Security, Safety and International Relations), No. 2008-1",2008,2008,P.C.,radiocommunication,no topic,communication
doc_1921,2018,SOR/2005-73,Natural and Man-made Harbour Navigation and Use Regulations,2010,2005,P.C.,free trade,no topic,trade
doc_1922,2018,SOR/84-734,Regulations Respecting Zoning at Dryden Airport,2011,1984,P.C.,airports,no topic,airport / aircrafts
doc_1923,2018,SOR/80-310,"Regulations Respecting Costs for the Purposes of Sections 252 to 261, 264, 272, 276, 277, 278, 329 and 330 of the Railway Act",2011,1980,,railway planning,no topic,railway
doc_1926,2018,SOR/88-504,Order Authorizing Air Canada to Apply for Articles of Amendment to Amend its Articles of Incorporation,2008,1988,P.C.,value of goods,atomic energy,commodities
doc_1928,2018,SOR/91-103,Regulations Respecting Notice of Proposed Railway Works,2005,1991,P.C.,construction,railway labour,construction
doc_1930,2018,SOR/85-533,"Order Providing for the Fixing, Imposing and Collecting of Levies From Chicken Producers in Manitoba",2011,1985,,agriculture,no topic,agriculture / food
doc_1931,2018,SOR/95-279,"By-Law Respecting the Disclosure of Joint Interests, Trusteeships and Interests of Beneficiaries in Deposits for the Purposes of Subsections 3(1) to (3) of the Schedule to the Canada Deposit Insurance Corporation Act",2008,1995,,railway labour,no topic,railway
doc_1932,2018,SOR/2017-165,Certificate of Supplementary Protection Regulations,2017,2017,P.C.,medical patents,no topic,health
doc_1933,2018,"C.R.C., c. 516",Regulations Respecting the Certification of Canadian Films and Related Products,2005,NA,,aircraft audit,no topic,airport / aircrafts
doc_1934,2018,"C.R.C., c. 270","Order Providing for the Fixing, Imposing and Collecting of Levies From Certain Egg Producers in Saskatchewan",2005,NA,,exports,agriculture,exports
doc_1937,2018,SOR/2007-165,Direction Applying the Auditor General Act Sustainable Development Strategy Requirements to Certain Departments,2007,2007,P.C.,radiocommunication,no topic,communication
doc_1938,2018,SOR/80-328,"Order Providing for the Fixing, Imposing and Collecting of Levies from Certain Soya-Bean Producers in Respect of the Marketing in Interprovincial and Export Trade of Soya-Beans Produced In Ontario",2011,1980,,exports,health/united nations,exports
doc_1941,2018,SOR/2017-159,Discretionary Services Regulations,2017,2017,,alcohol license,no topic,alcohol
doc_1943,2018,SOR/91-107,Order Respecting the Privileges and Immunities of the Organization for Economic Co-operation and Development,2008,1991,P.C.,economic development,no topic,economics
doc_1944,2018,SOR/88-500,Order Authorizing Atomic Energy of Canada Limited to Incorporate a Corporation and to Hold and Acquire Shares Thereof and to Sell or Otherwise Dispose of the Property of the Medical Products Division to that Corporation,2005,1988,P.C.,atomic energy,no topic,nuclear
doc_1945,2018,SOR/87-181,Order Excluding in Whole From the Application of Part IV of the Canada Labour Code Employment on or in Connection With Uranium Mines in The Province of Ontario that are Regulated Pursuant to the Atomic Energy Control Act,2009,1987,P.C.,radiocommunication,mining/labour,communication
doc_1946,2018,SOR/98-266,General Import Permit No. 108 — CWC Toxic Chemicals and Precursors,2008,1998,,gluten production,no topic,agriculture / food
doc_1947,2018,SOR/2016-23,Canada–Newfoundland and Labrador Offshore Petroleum Financial Requirements Regulations,2016,2016,P.C.,trade,no topic,trade
doc_1948,2018,"C.R.C., c. 258",Order Granting Authority to Regulate the Marketing in Interprovincial and Export Trade of Maple Sugar and Syrup Produced in Quebec-South,2008,NA,,exports,no topic,exports
doc_1949,2018,SOR/88-514,"Order Respecting the Remission of Customs Duty on Rotogravure Printing Rolls Imported by Domco Industries Limited, Farnham, Quebec",2011,1988,P.C.,radiocommunication,toxic waste,communication
doc_1950,2018,SOR/97-181,Regulations Respecting the Coordination by Federal Authorities of Environmental Assessment Procedures and Requirements,2008,1997,P.C.,agriculture/environment,no topic,agriculture / food
doc_1952,2018,"C.R.C., c. 1321",Order Respecting the Remission of Customs Duty and Excise Taxes in Respect of Certain Goods Used for the NATO Common Infrastructure Project,2006,NA,,radiocommunication,boating,communication
doc_1953,2018,"C.R.C., c. 1335",Regulations Respecting the Application of the Public Service Employment Act to Employees of the Defence Research Board,2005,NA,,employment,mining/labour,employment
doc_1956,2018,SOR/2011-108,Indemnification and Advances Regulations for Directors and Officers of Crown Corporations,2011,2011,T.B.,radiocommunication,no topic,communication
doc_1960,2018,"C.R.C., c. 1309",Remission of Certain Duties and Taxes on Goods Imported or Purchased by the Food and Agricultural Organization,2005,NA,,value of goods,agriculture,commodities
doc_1963,2018,SOR/2016-174,Glass Doors and Enclosures Regulations,2016,2016,P.C.,glass production,no topic,commodities
doc_1966,2018,SOR/90-116,"Order Prescribing the Fee or Charge To Be Paid by a Province or Municipality for the Use, by a Police Force for which the Province or Municipality is Responsible, of the Police Information Retrieval System Owned by the Royal Canadian Mounted Police",2008,1990,,police,no topic,police
doc_1967,2018,SOR/93-95a,"Order Approving the Exclusion by the Public Service Commission from the Operation of the Public Service Employment Act, of all Persons Appointed on or after March 1, 1993, for One or More Specified Periods of Less Than Three Months Totalling Less Than Six Months in the Aggregate During any Consecutive 12-Month Period for the Purpose of Being Employed in the Department of Forestry in the Clerical and Regulatory Group and the Secretarial, Stenographic, Typing Group of the Administrative Support Category, in the Engineering and Scientific Support Group and the Social Science Support Group of the Technical Category, in the Heating, Power and Stationary Plant Operation Group, in the General Labour and Trades Group and the General Services Group of the Operational Category During the Period Beginning on March 1, 1993 and Ending on December 31, 1993",2006,1993,P.C.,employment,open water fires/ships,employment
doc_1968,2018,SOR/2016-148,North American Leaders’ Summit 2016 — Privileges and Immunities Order,2016,2016,P.C.,radiocommunication,energy/trade,communication
doc_1969,2018,SOR/70-527,Regulations Respecting the Determination and Payment out of the Foreign Claims Fund of Certain Claims Against the Government of the Hungarian People’s Republic and its Citizens,2006,1970,P.C.,foreign claims,no topic,foreign policy
doc_1970,2018,SOR/92-239,Order Respecting the Remission of a Portion of the Customs Duties on a Drilling Rig for the Cohasset/Panuke Oil Development Project,2008,1992,P.C.,agriculture,no topic,agriculture / food
doc_1971,2018,SOR/85-912,Regulations Respecting Payment to Her Majesty in Right of Nova Scotia of the Nova Scotia Share of Offshore Sales Tax Under Part III of the Canada-Nova Scotia Oil and Gas Agreement Act,2008,1985,P.C.,radiocommunication,no topic,communication
doc_1972,2018,SOR/2000-131,"Order Designating the Staff of the Non-Public Funds, Canadian Forces, a separate employer, for the purposes of paragraph 62(1)(a) of the Act",2006,2000,P.C.,radiocommunication,polyester production,communication
doc_1974,2018,SOR/2012-90,General Export Permit No. 44 — Nuclear-Related Dual-Use Goods and Technology to Certain Destinations,2012,2012,,fuel,no topic,energy / pipeline / oil
doc_1978,2018,SOR/2009-278,Order Designating British Columbia for the Purposes of the Criminal Interest Rate Provisions of the Criminal Code,2009,2009,P.C.,employment,no topic,employment
doc_1979,2018,"C.R.C., c. 16",Regulations Respecting Flights of United States Service Aircraft Over Canadian Territory,2005,NA,,aircraft audit,no topic,airport / aircrafts
doc_1985,2018,"C.R.C., c. 660",Regulations Respecting the Licensing of Persons who are Engaged in the Marketing of Turkeys in Interprovincial or Export Trade,2005,NA,,agriculture/environment,no topic,agriculture / food
doc_1991,2018,SOR/2010-56,Declarations Regulations (Chemical Weapons Convention),2010,2010,P.C.,chemicals,no topic,chemicals
doc_1993,2018,"C.R.C., c. 648",Order Respecting the Classes of Orders and Regulations of Agencies to which Paragraph 7(1)(d) of the Farm Products Agencies Act is Applicable and the Procedure for their Approval,2005,NA,,agriculture,no topic,agriculture / food
doc_1996,2018,SOR/2004-307,Prince Edward Island Sex Offender Information Registration Regulations,2006,2004,,energy offences,no topic,energy / pipeline / oil
doc_1997,2018,SOR/2002-395,CCRFTA Rules of Origin Regulations,2015,2002,P.C.,value of goods,no topic,commodities
doc_1998,2018,SOR/82-359,Regulations Respecting the Natural Gas and Gas Liquids Tax,2005,1982,P.C.,asbestos,no topic,environment
doc_1999,2018,SOR/2003-186,Foreign Institutions Subject to the Canadian Residency Requirements Regulations (Trust and Loan Companies),2008,2003,P.C.,geographic boarders,no topic,geography
doc_2000,2018,SOR/2003-192,Newfoundland and Labrador Offshore Area Line Regulations,2008,2003,P.C.,geographic boarders,no topic,geography
doc_2001,2018,SOR/85-872,Order Respecting Geographical Coordinates of Points from which Baselines May Be Determined,2008,1985,P.C.,lumber exports,no topic,exports
doc_2002,2018,SOR/2015-114,Marketing Authorization for Gluten-free Oats and Foods Containing Gluten-free Oats,2015,2015,,gluten production,no topic,agriculture / food
doc_2004,2018,SOR/93-610,Regulations Respecting the Election of Rules of Origin for Automotive Goods,2008,1993,P.C.,value of goods,agriculture,commodities
doc_2005,2018,SOR/90-58,Order Authorizing Petro-Canada Limited and its Wholly-Owned Subsidiaries to Undertake Certain Transactions During 1990,2006,1989,P.C.,nafta,airport,nafta
doc_2010,2018,SOR/2003-347,Canadian Payments Association By-law No. 6 — Compliance,2009,2003,P.C.,workplace complaints,no topic,workplace complaints
doc_2011,2018,SOR/99-129,Converted Company Ownership Regulations,2008,1999,P.C.,insurance,vehicle insurance,insurance
doc_2012,2018,SOR/2010-290,Watson Lake Hospital Divestiture Regulations,2011,2010,T.B.,workplace complaints,no topic,workplace complaints
doc_2014,2018,SOR/2007-66,Remote Sensing Space Systems Regulations,2007,2007,P.C.,blood donations,no topic,biology / donor
doc_2016,2018,SOR/95-319,Order Issuing Directions to the Canadian Radio-Television and Telecommunications Commission Respecting Policy for the Licensing of Direct-To-Home (DTH) Satellite Distribution Undertakings,2005,1995,P.C.,radio communications,no topic,communication
doc_2017,2018,SOR/81-701,Order Respecting the Exemption of Certain Goods from Certain Requirements Specified in Tariff Item No. 9805.00.00,2011,1981,P.C.,nafta,workplace complaints,nafta
doc_2018,2018,SOR/99-101,Port Authorities Management Regulations,2007,1999,P.C.,liquidation,no topic,finance
doc_2019,2018,SOR/98-474,Order Prescribing the Maximum Total Amount for Agreements Involving Leases of Residential Property,2008,1998,P.C.,airport,no topic,airport / aircrafts
doc_2021,2018,SOR/2000-53,Prescribed Deposits (Authorized Foreign Banks) Regulations,2005,2000,P.C.,foreign exchange,no topic,economics
doc_2022,2018,SOR/80-260,Order Prohibiting and Restricting the Transportation and Movement of any Plant or Other Matter that is Likely to Result in the Spread of the Golden Nematode,2011,1980,,agriculture,no topic,agriculture / food
doc_2023,2018,SOR/94-14,"Regulations Respecting the Uniform Interpretation, Application and Administration of the Rules of Origin Under the North American Free Trade Agreement",2006,1993,P.C.,nafta,no topic,nafta
doc_2024,2018,"C.R.C., c. 1533","Order Withdrawing from Disposal, Setting Apart and Appropriating Certain Lands in the Northwest Territories for the Purpose of a Game Sanctuary",2005,NA,,rivers,no topic,water
doc_2028,2018,"C.R.C., c. 1241",Order Designating the Minister for the Purposes of the Nuclear Liability Act,2005,NA,,forestry,no topic,environment
doc_2030,2018,SOR/2000-253,Gasoline Excise Tax Regulations,2008,2000,P.C.,nafta,gasoline rates,nafta
doc_2033,2018,"C.R.C., c. 489",Regulations Respecting the Payment of Drawback on Goods Imported into Canada and Exported,2006,NA,,nafta,nicotene,nafta
doc_2036,2018,SOR/84-686,"Order Designating Certain Areas of the Provinces of Newfoundland, Nova Scotia, New Brunswick, Prince Edward Island, Quebec, Ontario, Manitoba, Saskatchewan, Alberta and British Columbia and Certain Areas of the Yukon Territory and the Northwest Territories as Designated Areas",2011,1984,P.C.,housing,no topic,estate / land
doc_2038,2018,SOR/95-495,Regulations Respecting Zoning at Stratford Municipal Airport,2011,1995,P.C.,vehicle insurance,no topic,insurance
doc_2039,2018,"C.R.C., c. 1526",Order Respecting the Acquisition of Interests in Territorial Lands by Officers or Employees of or under the Government of Canada,2005,NA,,liquidation,agriculture/taxes,finance
doc_2042,2018,SOR/2014-104,Canadian Transportation Agency Rules (Dispute Proceedings and Certain Rules Applicable to All Proceedings),2014,2014,,telemarketing,no topic,marketing
doc_2043,2018,"C.R.C., c. 1254",Regulations Made Pursuant to the Pesticide Residue Compensation Act,2005,NA,,blood donations,pesticides,biology / donor
doc_2044,2018,SOR/2002-196,"G8 Summit Privileges and Immunities Order, 2002",2008,2002,P.C.,telemarketing,no topic,marketing
doc_2046,2018,SOR/2000-52,Sales or Trades (Authorized Foreign Banks) Regulations,2005,2000,P.C.,finance,no topic,finance
doc_2048,2018,SOR/94-123,Regulations Respecting Zoning at Peterborough Airport,2011,1994,P.C.,geographic boarders,no topic,geography
doc_2050,2018,SOR/91-714,Regulations Respecting Pension Protection for Employees of Petro-Canada Limited,2008,1991,P.C.,languages,public service,languages
doc_2051,2018,SOR/98-461,"Manitoba Hog Marketing Administration Levies (Interprovincial and Export Trade) Order, 1998",2005,1998,,nafta,agriculture,nafta
doc_2052,2018,SOR/98-307,Definition of “Wireless Transmission System” Regulations,2008,1998,P.C.,environment,no topic,environment
doc_2053,2018,SOR/99-114,Disposal at Sea Permit Fee Regulations,2008,1999,P.C.,nafta,environment,nafta
doc_2054,2018,SOR/87-96,"Order Prescribing the Fees and Charges To Be Paid for the Provision of Satellite Remote Sensing Imagery, Tapes, and Services",2010,1987,,satellites,no topic,satellite
doc_2055,2018,SOR/2007-67,Egmont Group of Financial Intelligence Units Privileges and Immunities Order,2007,2007,P.C.,organizations,no topic,organizations
doc_2060,2018,SOR/86-1010,"Regulations Respecting the Sale of Abandoned, Forfeited and Detained Goods",2010,1986,P.C.,nafta,sports,nafta
doc_2061,2018,SOR/2010-291,Portions of the Department of Agriculture and Agri-Food Divestiture Regulations,2011,2010,T.B.,languages,workplace complaints,languages
doc_2062,2018,SOR/99-128,Mutual Company (Life Insurance) Conversion Regulations,NA,1999,P.C.,vehicle insurance,no topic,insurance
doc_2063,2018,SOR/90-59,Order Approving the Rates of Premium Fixed by the Canada Employment and Immigration Commission To Be Paid in the Year 1990 Pursuant to the Unemployment Insurance Act,2008,1989,P.C.,airports,no topic,airport / aircrafts
doc_2064,2018,SOR/93-611,Order Respecting the Privileges and Immunities in Canada of the North Pacific Marine Science Organization (PICES),2008,1993,P.C.,oceans/marine,no topic,water
doc_2065,2018,SOR/87-553,Order Granting Authority to Regulate the Marketing in Interprovincial and Export Trade of Fresh Potatoes Produced in Ontario,2005,1987,P.C.,agriculture,agriculture/law,agriculture / food
doc_2068,2018,SOR/54-743,Dominion Succession Duty Regulations,2005,NA,,finance,no topic,finance
doc_2070,2018,SOR/2013-178,Blood Regulations,2013,2013,P.C.,blood donations,no topic,biology / donor
doc_2072,2018,SOR/79-727,Order Granting Authority to Regulate the Marketing of Hogs in Quebec,2011,1979,P.C.,agriculture/law,no topic,agriculture / food
doc_2073,2018,"C.R.C., c. 675",Regulations Respecting the Assignment of Crown Debts,2005,NA,,agriculture/law,no topic,agriculture / food
doc_2074,2018,SOR/2013-144,Proclamation Amending the Canadian Hatching Egg Producers Proclamation,2013,2013,,agriculture/taxes,no topic,agriculture / food
doc_2076,2018,SOR/90-739,Regulations Respecting Zoning at Swan River Airport,2011,1990,P.C.,airport,no topic,airport / aircrafts
doc_2078,2018,SOR/94-282,Order Prescribing the Fees to be Paid for the Provision of Ocean Data and Services,2012,1994,,fishery/ocean,no topic,fishery
doc_2080,2018,SOR/92-48,Regulations Respecting Communications with and Services to the Public in Either Official Language,2007,1991,P.C.,languages,no topic,languages
doc_2081,2018,SOR/2012-91,Qikiqtarjuaq Airport Zoning Regulations,2012,2012,P.C.,airport/schedule,airport/aeronautics,airport / aircrafts
doc_2082,2018,SOR/92-201b,"Regulations Respecting the Employment of Persons for One or More Specified Periods of Less Than Three Months Totalling Less Than Six Months in the Aggregate During any Consecutive 12-Month Period in the Department of National Defence in the Operational Category, in the Clerical and Regulatory, Secretarial, Stenographic and Typing and Data Processing Groups of the Administrative Support Category, in the Drafting and Illustration and Engineering and Scientific Support Groups of the Technical Category, and in the Education and Nursing Groups of the Scientific and Professional Category During the Period Beginning on April 9, 1992 and Ending on April 30, 1994",2006,1992,P.C.,employment,no topic,employment
doc_2083,2018,SOR/95-41,General Permit Authorizing the Exportation of Peanut Butter to All Countries Other than the United States,2008,1994,,textiles,airport,apparel / textile
doc_2086,2018,SOR/2010-130,"13th IAAF World Junior Championships in Athletics Remission Order, 2010",2010,2010,P.C.,sports,no topic,sports
doc_2087,2018,SOR/2014-266,Emergency Protection Orders Regulations,2014,2014,P.C.,legal protection,no topic,legal
doc_2088,2018,SOR/94-241,Regulations Respecting Zoning at Halifax International Airport,2011,1994,P.C.,airport,no topic,airport / aircrafts
doc_2089,2018,SOR/99-276,Public Inquiry (Authorized Foreign Banks) Rules,2009,1999,P.C.,telemarketing,radio communications,marketing
doc_2091,2018,SOR/2014-299,CKFTA Rules of Origin Regulations,2015,2014,P.C.,television,no topic,equipment
doc_2092,2018,SOR/89-538,Order Authorizing Theratronics International Limited to Acquire and Hold Shares of Medical High Technology International Inc.,2008,1989,P.C.,airport,no topic,airport / aircrafts
